_id,nombre,frec,edad_media
2348,JESUS EMILIO,12,39.08
2349,JESUS OSCAR,12,44.25
2350,JESUS PEDRO,12,40.5
2351,JOEL ANTONIO,12,39.58
2352,JOEL ENRIQUE,12,33.5
2353,JORGE EFRAIN,12,41.5
2354,JORGE JUAN,12,38.5
2355,JORGE VICENTE,12,46.58
2356,JOSE ARCADIO,12,47.08
2357,JOSE CANDIDO,12,44.58
2358,JOSE EMILIANO,12,41.75
2359,JOSE FLORENCIO,12,49.75
2360,JOSE GENARO,12,45.92
2361,JOSE LENIN,12,42.42
2362,JOSE MATILDE,12,52
2363,JOSE MIGUEL ANGEL,12,47.83
2364,JOSE PAULINO,12,48.42
2365,JOSIMAR,12,25.08
2366,JOVANY,12,28
2367,JUAN ABEL,12,48.25
2368,JUAN FELIX,12,45.75
2369,JULIO ANDRES,12,43.31
2370,KARIM,12,36.6
2371,LEVI,12,42.08
2372,LIBERATO,12,48.67
2373,LUIS ALBER,12,39.58
2374,LUIS OSCAR,12,36.33
2375,LUIS SERGIO,12,38.92
2376,MANUEL ALFREDO,12,44
2377,MANUEL RICARDO,12,40.5
2378,MARIO FERNANDO,12,41
2379,MARIO ROBERTO,12,39.42
2380,MERCEDES,12,46.25
2381,MIGUEL GUADALUPE,12,40.67
2382,NATHANAEL,12,35.62
2383,NESTOR ALEJANDRO,12,35.83
2384,NOE ALEJANDRO,12,32.33
2385,NOE MARTIN,12,44.67
2386,OLIVO,12,45.5
2387,OMAR EDUARDO,12,28.58
2388,OSCAR ERNESTO,12,34.5
2389,OSCAR GUSTAVO,12,39.67
2390,OSCAR NOE,12,37.83
2391,OSCAR RICARDO,12,39.83
2392,PABLO JAVIER,12,45.83
2393,PABLO SERGIO,12,40
2394,PATROCINIO,12,48.24
2395,PAZ,12,46.99
2396,PEDRO CELESTINO,12,52.83
2397,PEDRO OMAR,12,35.08
2398,PEDRO SERGIO,12,52.42
2399,PRISCO,12,41
2400,RABINDRANATH,12,37
2401,RAFAEL MARTIN,12,44.42
2402,RAIMUNDO,12,49.92
2403,RAMON ALFONSO,12,39.83
2404,RAMOS,12,47.79
2405,RAUL ALFREDO,12,43.54
2406,RAUL ALONSO,12,37.5
2407,RAUL GUILLERMO,12,43.5
2408,RAUL JESUS,12,45.5
2409,REMBERTO,12,44.75
2410,RENE ALBERTO,12,38.67
2411,RICARDO ENRIQUE,12,37.33
2412,RICARDO JOSE,12,43.5
2413,ROBERTO MANUEL,12,45.67
2414,ROGER ALBERTO,12,39.83
2415,RUBEN ALFONSO,12,39.75
2416,RUBEN ARMANDO,12,42.92
2417,SEGUNDO,12,52.83
2418,SERGIO DE JESUS,12,39.08
2419,SERGIO MIGUEL,12,43.42
2420,TIZOC,12,39.5
2421,TOMAS ALBERTO,12,35.5
2422,UZIEL,12,31.33
2423,VICTOR ALFREDO,12,44
2424,VICTOR OMAR,12,32.17
2425,WALDEMAR,12,42.42
2426,WILEBALDO,12,41.08
2427,WILIAM,12,36
2428,WILIAMS,12,37.75
2429,ABSALON,11,46.18
2430,ADRIAN ALBERTO,11,28.91
2431,AGUSTIN ALBERTO,11,39.64
2432,ALBERTO CARLOS,11,36.27
2433,ALFONSO JAVIER,11,46.73
2434,ALFREDO MANUEL,11,43.36
2435,ANDRES ARMANDO,11,44.27
2436,ANGEL ARMANDO,11,35.36
2437,ANTONIO JESUS,11,39.73
2438,ARAEL,11,41.27
2439,ARMANDO ENRIQUE,11,45.09
2440,ATALO,11,46.73
2441,AUCENCIO,11,49.64
2442,AUDON,11,48.18
2443,AVIMAEL,11,37.18
2444,CALEB,11,37.27
2445,CARLOS AMADOR,11,36.27
2446,CARLOS EFREN,11,37.55
2447,CASILDO,11,46.91
2448,CESAR RENE,11,38.36
2449,CHRISTIAN DAVID,11,29.82
2450,CLAUDIO ALBERTO,11,34.73
2451,CLETO,11,48.64
2452,CRISTOPHER,11,28.82
2453,CRUZ ALEJANDRO,11,43.27
2454,DANIEL GERARDO,11,34.55
2455,DANIEL SALVADOR,11,38.55
2456,DANILO,11,42.64
2457,DAVID ERNESTO,11,34.73
2458,DAVID FRANCISCO,11,35.55
2459,DAVID GUADALUPE,11,38.64
2460,DAVID IVAN,11,31.82
2461,DAVID MANUEL,11,36.27
2462,DAVID OCTAVIO,11,38.64
2463,EBERARDO,11,40.64
2464,EDDER,11,29.45
2465,EDGAR DE JESUS,11,32.82
2466,EDGAR JOSE,11,35.27
2467,EDGAR RAFAEL,11,35.09
2468,EDGAR RAMON,11,33.36
2469,EDGAR RAUL,11,34.55
2470,EDISON,11,37.91
2471,EDMAR,11,30.82
2472,EDUARDO DE JESUS,11,44.27
2473,ELDER,11,36.18
2474,ELIODORO,11,48.36
2475,ENRRIQUE,11,46.55
2476,ERACLIO,11,45.82
2477,ERIC ALEJANDRO,11,33.36
2478,ERICEL,11,32.5
2479,ERICK ALBERTO,11,31.91
2480,ERICK IVAN,11,29
2481,EUDOXIO,11,48
2482,EXAL,11,45.27
2483,FELICITOS,11,48.73
2484,FELIPE ARTURO,11,43.82
2485,FELIX FERNANDO,11,40.55
2486,FERNANDO ALFREDO,11,39.64
2487,FERNANDO GABRIEL,11,39.18
2488,FIDEL ANGEL,11,44.18
2489,FIDELIO,11,42
2490,FLORICEL,11,39.21
2491,FRANCISCO ADRIAN,11,40.18
2492,FRANCISCO ALFREDO,11,45.18
2493,FRANCISCO ANDRES,11,39.45
2494,FRANCISCO JOEL,11,39
2495,FRANCISCO LUIS,11,46.09
2496,FRANCISCO RUBEN,11,43.91
2497,GABRIEL ARTURO,11,41.18
2498,GERALDO,11,46.91
2499,GERARDO ENRIQUE,11,41.73
2500,GERARDO IVAN,11,32
2501,GILBERT,11,40.91
2502,GUILLERM,11,48.6
2503,HEBERT,11,40.07
2504,HECTOR ABEL,11,41.82
2505,HECTOR CESAR,11,42.18
2506,HECTOR DE JESUS,11,37.64
2507,HECTOR FELIPE,11,44
2508,HECTOR HORACIO,11,38.09
2509,HECTOR SAMUEL,11,44.55
2510,HEVER,11,41.92
2511,IGNACIO DE JESUS,11,44.18
2512,IGNACIO JAVIER,11,46.64
2513,IVAN ANTONIO,11,30.55
2514,IVAN VLADIMIR,11,31.45
2515,J. LUIS,11,52.09
2516,JAIME ADRIAN,11,33.45
2517,JAIME CESAR,11,42.91
2518,JAIME FERNANDO,11,39.36
2519,JAIME GERARDO,11,43.45
2520,JAIME RENE,11,47.09
2521,JAVIER GUADALUPE,11,44.18
2522,JESUS ABELARDO,11,40.64
2523,JESUS ALVARO,11,48.18
2524,JESUS BENITO,11,43.55
2525,JESUS JULIAN,11,44.45
2526,JESUS LEONEL,11,43.55
2527,JESUS OSWALDO,11,35.82
2528,JESUS RAYMUNDO,11,41.73
2529,JESUS RODRIGO,11,38.64
2530,JESUS ROGELIO,11,38.27
2531,JESUS SANTIAGO,11,36.27
2532,JESUS ULISES,11,36
2533,JOAQUIN FRANCISCO,11,44.36
2534,JOEL ALBERTO,11,35.09
2535,JOEL ALEJANDRO,11,35.55
2536,JORGE ALBERT,11,46.18
2537,JORGE FELIX,11,41.64
2538,JORGE ORLANDO,11,39.92
2539,JORGE RUBEN,11,40.18
2540,JORGE SALVADOR,11,44.36
2541,JOSE CAMILO,11,47.91
2542,JOSE CIRILO,11,48.45
2543,JOSE DAGOBERTO,11,42.27
2544,JOSE EVARISTO,11,46.82
2545,JOSE EZEQUIEL,11,49.09
2546,JOSE GUADA,11,48.33
2547,JOSE HERMINIO,11,48.18
2548,JOSE JACOBO,11,43.33
2549,JOSE LUCIO,11,50.27
2550,JOSE MERCED,11,49.18
2551,JOSE NARCISO,11,46.91
2552,JOSE NEFTALI,11,41.64
2553,JOSE OTHON,11,46.82
2554,JOSE PASCUAL,11,48.45
2555,JOSE SALOME,11,47.09
2556,JOSE UBALDO,11,42.27
2557,JUAN BENITO,11,35
2558,JUAN GERMAN,11,44.18
2559,JUAN ISRAEL,11,34.27
2560,JUAN OMAR,11,36
2561,JUAN OSCAR,11,43.91
2562,JUAN RODRIGO,11,44.73
2563,JULIO ADRIAN,11,26.55
2564,JULIO CES,11,39.45
2565,LUCIO ALBERTO,11,37.45
2566,LUIS A,11,46.55
2567,LUIS ALBERT,11,40
2568,LUIS MARIANO,11,47.18
2569,LUIS PEDRO,11,39.36
2570,LUIS SALVADOR,11,49.18
2571,MARCO ANT,11,46.91
2572,MARCO CESAR,11,34.45
2573,MARIO ADRIAN,11,39.55
2574,MARIO DANIEL,11,40.27
2575,MARIO JOSE,11,37.09
2576,MARIO MIGUEL,11,39.09
2577,MARLON,11,35.73
2578,MARTIN A,11,47.36
2579,MARTIN RAUL,11,44.91
2580,MAURINO,11,48.91
2581,MIGUEL ALFONSO,11,38.08
2582,MIGUEL ALONSO,11,41.82
2583,MIGUEL GERARDO,11,47.09
2584,MUCIO,11,50.45
2585,NAHU,11,38.18
2586,NAHUN,11,39.73
2587,NAVOR,11,43
2588,OMAR FERNANDO,11,38.36
2589,OSCAR JOSE,11,39.91
2590,PANTALEON,11,46.55
2591,PEDRO DANIEL,11,31
2592,PEDRO GABRIEL,11,43.45
2593,PEDRO HUMBERTO,11,44.36
2594,QUETZALCOATL,11,33
2595,RAFAEL FRANCISCO,11,42.45
2596,RAFAEL HUMBERTO,11,48.09
2597,RAMIRO ANTONIO,11,45.09
2598,RAMON ARMANDO,11,43
2599,RAMON GUADALUPE,11,40.09
2600,RAMON MANUEL,11,45.27
2601,RANDY,11,31.27
2602,RAUL DANIEL,11,38
2603,RAUL IVAN,11,29.64
2604,RICARDO RAFAEL,11,42.45
2605,RODOLFO ANTONIO,11,42.73
2606,RODOLFO DE JESUS,11,35.18
2607,ROGER IVAN,11,40.42
2608,ROMAN ANTONIO,11,42
2609,RUBEN ARTURO,11,37.91
2610,RUBEN DAVID,11,37
2611,RUBEN GERARDO,11,45.27
2612,RUBEN JESUS,11,42.64
2613,RUFO,11,45.36
2614,SALVADOR ALEJANDRO,11,32.91
2615,SERGIO AUGUSTO,11,40.82
2616,SERGIO ERNESTO,11,38.36
2617,SERGIO HUGO,11,43.27
2618,SERGIO NOE,11,34.64
2619,SERGIO RUBEN,11,43.91
2620,SUSANO,11,44.91
2621,TERESO DE JESUS,11,47.73
2622,TOMAS FRANCISCO,11,46.64
2623,VICTOR DAVID,11,38.45
2624,VICTOR GERARDO,11,38.82
2625,VICTOR HUMBERTO,11,44
2626,VICTOR RAFAEL,11,44.36
2627,VICTOR RENE,11,42.36
2628,VICTOR ROGELIO,11,41.18
2629,WILBERT ANTONIO,11,42.73
2630,ZAID,11,34.36
2631,ADRIAN FERNANDO,10,33.1
2632,ADRIAN RICARDO,10,29.5
2633,AGEO,10,46.9
2634,ALBERTICO,10,43.2
2635,ALBERTO RAFAEL,10,37.8
2636,ALCIBIADES,10,45.25
2637,ALDEGUNDO,10,49.9
2638,ALDO ALEJANDRO,10,37.1
2639,ANANIAS,10,45
2640,ANDRES ALBERTO,10,32.2
2641,ANDRES ANTONIO,10,45.6
2642,ANDRES GUADALUPE,10,35
2643,ANGEL ISRAEL,10,39.1
2644,ANTONIO ABAD,10,44.3
2645,ANTONIO ALEJANDRO,10,41.2
2646,ANTONIO JAVIER,10,44.5
2647,ARGENIS,10,26.9
2648,ARMANDO MARTIN,10,48.4
2649,ARTURO MARTIN,10,45.6
2650,ASDRUBAL,10,39.4
2651,ASENCION,10,47.31
2652,BARUCH,10,40.9
2653,BELIZARIO,10,47.4
2654,CANUTO,10,46.1
2655,CARITINO,10,48.9
2656,CARLOS AL,10,34.9
2657,CARLOS ALB,10,38.8
2658,CARLOS EFRAIN,10,36.3
2659,CARLOS GERMAN,10,38.5
2660,CARLOS JAIME,10,44.7
2661,CARLOS SERGIO,10,45.4
2662,CARLOS ULISES,10,36.9
2663,CESAR FABIAN,10,34.4
2664,CESAR MIGUEL,10,34.2
2665,CESAR RAMON,10,37.5
2666,CESAR RICARDO,10,37.6
2667,CHRISTIAN ADRIAN,10,28.1
2668,CHRISTIAN MANUEL,10,28.6
2669,DANIEL MARTIN,10,32.6
2670,DARVELIO,10,45.5
2671,DAVID ALFREDO,10,42.8
2672,DAVID ROBERTO,10,40.4
2673,DECIDERIO,10,46
2674,DIEGO DE JESUS,10,30.6
2675,DORIAN,10,35.27
2676,EDELMIRO,10,46.18
2677,EDGAR GILBERTO,10,32.2
2678,EDGAR GUSTAVO,10,36.1
2679,EDGAR RICARDO,10,35.5
2680,EDGAR SAUL,10,36.5
2681,EDIBERTO,10,34.6
2682,ELIBERTO,10,45.2
2683,ELIZANDRO,10,43.6
2684,ELVER,10,37.5
2685,ENIO,10,46.7
2686,ENRIQUE ALFONSO,10,39
2687,ERIK DE JESUS,10,30.2
2688,ERNESTINO,10,49.6
2689,ETELBERTO,10,53.1
2690,EUDOCIO,10,47.6
2691,EXIQUIO,10,48
2692,FELIPE SANTIAGO,10,44.6
2693,FELIZARDO,10,45.1
2694,FERNANDO IVAN,10,30.9
2695,FERNANDO RAFAEL,10,35.1
2696,FLORENCIANO,10,48.2
2697,FRANCISCO FELIPE,10,40.7
2698,FRANCISCO RENE,10,43.3
2699,FRANCISCO RICARDO,10,39.3
2700,FRANCISCO TOMAS,10,45
2701,FRUMENCIO,10,50.6
2702,GABRIEL ARMANDO,10,38.7
2703,GANDHI,10,26.92
2704,GEOVANNY,10,28.7
2705,GERARDO DAVID,10,33.45
2706,GUILLERMO EDUARDO,10,40.4
2707,GUSTAVO ANTONIO,10,40.4
2708,GUSTAVO IVAN,10,29.9
2709,HECTOR GUADALUPE,10,38.3
2710,HOGUER,10,40.5
2711,HUGO ADRIAN,10,32.9
2712,HUGO ALONSO,10,36.9
2713,HUGO HUMBERTO,10,41.1
2714,IGNACIO ALBERTO,10,45.6
2715,ISMAEL ANTONIO,10,42.5
2716,ISRAEL ALEJANDRO,10,31
2717,ISSAC,10,35.7
2718,IVAN DANIEL,10,32
2719,IVAN EMMANUEL,10,27.8
2720,IVAN FRANCISCO,10,32.7
2721,IVAN GUADALUPE,10,30
2722,IVAN NOE,10,33.2
2723,IVAN RAFAEL,10,34.6
2724,IVAN ULISES,10,35.27
2725,J ASUNCION,10,51.8
2726,J DE JESUS,10,52.1
2727,J MARTIN,10,49.6
2728,J NATIVIDAD,10,48.6
2729,J PILAR,10,49.5
2730,J. FRANCISCO,10,50.4
2731,J. JUAN,10,56.7
2732,J. MARTIN,10,47.9
2733,J. ROSARIO,10,52.1
2734,JAIME DAVID,10,42
2735,JAIME OMAR,10,34.36
2736,JAVIER DAVID,10,37.7
2737,JAVIER HUMBERTO,10,43.5
2738,JAVIER ULISES,10,32.5
2739,JERARDO,10,40.7
2740,JESUS BENJAMIN,10,44.7
2741,JESUS REYNALDO,10,35.5
2742,JESUS ROMAN,10,33
2743,JORGE HORACIO,10,39.6
2744,JORGE LEONEL,10,38.1
2745,JORGE VALENTE,10,38.6
2746,JORGE VICTOR,10,43.5
2747,JOSE ALFR,10,49.2
2748,JOSE ALFRE,10,44.3
2749,JOSE ANASTACIO,10,53.5
2750,JOSE ANTO,10,44.8
2751,JOSE APOLONIO,10,48.4
2752,JOSE DE LOS ANGELES,10,45.64
2753,JOSE FAUSTO,10,46.1
2754,JOSE FORTINO,10,50.5
2755,JOSE FRANCI,10,43.1
2756,JOSE GPE,10,51.4
2757,JOSE HIPOLITO,10,46.2
2758,JOSE HOMERO,10,43
2759,JOSE ISIDORO,10,44.3
2760,JOSE JOSE,10,30.7
2761,JOSE JUVENTINO,10,48.6
2762,JOSE LEANDRO,10,43.2
2763,JOSE LU,10,46.7
2764,JOSE PAZ,10,50.8
2765,JOSE REMEDIOS,10,44.4
2766,JOSE ROSALIO,10,40.9
2767,JOSUE ABRAHAM,10,29.5
2768,JOSUE ALEJANDRO,10,28.4
2769,JOSUE DANIEL,10,29.5
2770,JOSUE EMMANUEL,10,29.1
2771,JOSUE IVAN,10,26.7
2772,JUAN BOSCO,10,49.1
2773,JUAN CRISTOBAL,10,33.5
2774,JUAN FERMIN,10,42.5
2775,JUAN GREGORIO,10,40.3
2776,JUAN IVAN,10,32.1
2777,JUAN JULIAN,10,34
2778,JUAN LUCIO,10,48.6
2779,JUAN NOE,10,41.7
2780,JUAN RAMIRO,10,41.5
2781,JULIO ARMANDO,10,39
2782,JULIO FERNANDO,10,45
2783,JULIO IVAN,10,28.7
2784,JULIO MANUEL,10,46.5
2785,KRISTIAN,10,27.8
2786,LETICIA,10,43.66
2787,LUCIO ANTONIO,10,39.3
2788,LUIS ADAN,10,38.1
2789,LUIS ALVARO,10,37.5
2790,LUIS AURELIO,10,37
2791,LUIS EFREN,10,34.5
2792,LUIS JULIAN,10,36.6
2793,LUIS MANUE,10,47.4
2794,LUIS MOISES,10,37.1
2795,LUIS RAYMUNDO,10,45.3
2796,LUIS RODRIGO,10,39.1
2797,LUIS ROMAN,10,35.9
2798,MANUEL GUILLERMO,10,43.4
2799,MANUEL OMAR,10,41.5
2800,MANUEL RAFAEL,10,39
2801,MANUEL RODOLFO,10,33.4
2802,MARCO ALBERTO,10,31.4
2803,MARIO A,10,45.9
2804,MARIO RAUL,10,45.8
2805,MARTIN CARLOS,10,47.4
2806,MARTIN SALVADOR,10,43.3
2807,MEREGILDO,10,45.6
2808,MIGUEL ANDRES,10,43.1
2809,MIGUEL CARLOS,10,40.6
2810,MOISES ANTONIO,10,39.9
2811,NESTOR JAVIER,10,33.5
2812,OCTAVIO ALEJANDRO,10,34.64
2813,OMAR ALONSO,10,36.3
2814,OMAR ULISES,10,32.9
2815,ONORIO,10,44.18
2816,OSCAR ALONSO,10,36.6
2817,OSCAR GILBERTO,10,40.5
2818,OSCAR GUILLERMO,10,40.8
2819,OSCAR JOEL,10,39.5
2820,OSCAR OSWALDO,10,34.6
2821,OSCAR RAMON,10,40.4
2822,PABLO FRANCISCO,10,42.8
2823,PEDRO DAVID,10,34.2
2824,PEDRO GUILLERMO,10,50.9
2825,PEDRO ISRAEL,10,31.7
2826,PEDRO RAUL,10,42.9
2827,RAMON GERARDO,10,47.9
2828,RAUL ALFONSO,10,43.2
2829,RAUL DAVID,10,35.4
2830,RAUL MARTIN,10,45.9
2831,RENE ARTURO,10,38.1
2832,RICARDO ADRIAN,10,36.3
2833,RICARDO DAVID,10,37.2
2834,RIVELINO,10,37.8
2835,ROBERTO CESAR,10,37.6
2836,ROBERTO RAFAEL,10,37.7
2837,ROBIN,10,40.9
2838,RODOLFO ARMANDO,10,47.5
2839,RODOLFO ENRIQUE,10,38
2840,RODRIGO ALEJANDRO,10,33.6
2841,RONALD,10,35.6
2842,SANTIAGO DE JESUS,10,34.6
2843,SERGIO EDGAR,10,37.9
2844,SERGIO MARTIN,10,42
2845,SERGIO ULISES,10,38.6
2846,TIRZO,10,47.8
2847,TOMAS ALEJANDRO,10,39.9
2848,VICTOR ANDRES,10,36.7
2849,VICTOR GUADALUPE,10,43.2
2850,VICTOR HUG,10,44.8
2851,VICTOR JOEL,10,37.7
2852,VICTOR NOE,10,45.4
2853,VICTOR SAMUEL,10,42.1
2854,VICTOR ULISES,10,28.5
2855,WILMER,10,32.64
2856,YOVANI,10,34.33
2857,ZEUS,10,35.2
2858,ABACU,9,41
2859,ABIGAEL,9,37.58
2860,ABIUD,9,44.67
2861,ADAN ALBERTO,9,35
2862,ADEMAR,9,41.67
2863,ADRIAN ALEJANDRO,9,35.89
2864,ALBERTO ISRAEL,9,31.33
2865,ALDO FRANCISCO,9,34.67
2866,ALFONSO FRANCISCO,9,47.11
2867,ALFREDO ANTONIO,9,43.33
2868,ALFREDO JAVIER,9,43.78
2869,ALLAN,9,32
2870,ALVARO JAVIER,9,43.56
2871,ALVARO MANUEL,9,39.56
2872,ANDREI,9,29.44
2873,ANDRES ARTURO,9,41.33
2874,ANDRES DE JESUS,9,43.44
2875,ANDRES EDUARDO,9,41
2876,ANDRES JESUS,9,39.11
2877,ANGEL ADRIAN,9,34.22
2878,ANGEL ARTURO,9,47.56
2879,ANGELINO,9,43.78
2880,ANTONIO ALBERTO,9,39.89
2881,ANTONIO CESAR,9,45.11
2882,ANTONIO JOSE,9,45.67
2883,ARNOLD,9,33.33
2884,ARTURO ALBERTO,9,38.22
2885,ARTURO ANTONIO,9,39.22
2886,AUDEL,9,43.67
2887,AUREO,9,46.78
2888,BERNAL,9,42.1
2889,BULFRANO,9,42.44
2890,CARLOS A,9,41.89
2891,CARLOS AARON,9,31.44
2892,CARLOS ABEL,9,42.33
2893,CARLOS EDMUNDO,9,42.67
2894,CARLOS ISMAEL,9,39.56
2895,CARLOS TOMAS,9,44.33
2896,CESAR JOSE,9,41.44
2897,CHRISTIAN ARMANDO,9,28.67
2898,CHRISTIAN EMMANUEL,9,26.78
2899,CHRISTIAN ISRAEL,9,27.56
2900,COSME DAMIAN,9,44
2901,DAMIANO,9,47.22
2902,DANIEL ALFONSO,9,35.67
2903,DANIEL DE JESUS,9,33.67
2904,DANIEL ROBERTO,9,41.78
2905,DAVID ANDRES,9,35.78
2906,DAVID ARMANDO,9,40.44
2907,DAVID DANIEL,9,37.78
2908,DAVID DE JESUS,9,39.33
2909,DAVID REY,9,41.11
2910,EBODIO,9,46.44
2911,EDGAR ANDRES,9,30.67
2912,EDGAR EMMANUEL,9,28.56
2913,EDGAR ERNESTO,9,35.67
2914,EDGAR GUILLERMO,9,33.78
2915,EDGAR IGNACIO,9,35
2916,EDGAR ISAAC,9,30.67
2917,EDGAR ROBERTO,9,35.56
2918,EDGAR URIEL,9,27
2919,EDGARD,9,37.33
2920,EDHER,9,28.78
2921,EDUARDO ALFONSO,9,43.89
2922,EDUARDO ALONSO,9,33.67
2923,EDUARDO HUMBERTO,9,35.56
2924,EDUARDO IVAN,9,29.89
2925,EDUARDO RENE,9,46.22
2926,EDWIN ALBERTO,9,31.22
2927,ELIECER,9,48.3
2928,ELIUTH,9,42.33
2929,EMMANUEL DE JESUS,9,31.11
2930,ENRIQUE EDUARDO,9,48.22
2931,ENRIQUE GERARDO,9,47.67
2932,ENRIQUE JESUS,9,42.56
2933,ENRIQUE MANUEL,9,39.44
2934,ENRIQUE MARTIN,9,43
2935,ERICK DE JESUS,9,29.89
2936,ERICK EDUARDO,9,30.44
2937,ERICK FRANCISCO,9,28.56
2938,ERIK ALEJANDRO,9,32
2939,ERNESTO RAFAEL,9,39.22
2940,FAUSTO ENRIQUE,9,42.89
2941,FEBRONIO,9,49
2942,FELIX ALEJANDRO,9,39
2943,FERNANDO ALONSO,9,43.22
2944,FERNANDO ISRAEL,9,31.33
2945,FRANCIS,9,39.93
2946,FRANCISCO ALFONSO,9,41.89
2947,FRANCISCO CARLOS,9,45.44
2948,FRANCISCO DE ASIS,9,44.78
2949,FRANCISCO EFREN,9,37.78
2950,FRANCISCO NICOLAS,9,43.33
2951,FRANCISCO OCTAVIO,9,44.22
2952,FRAY MARTIN,9,46.78
2953,FREDDY ALBERTO,9,35
2954,FREDDY ANTONIO,9,41.78
2955,GABRIEL FRANCISCO,9,37.67
2956,GALINDO,9,38.78
2957,GERARDO ALFONSO,9,42.67
2958,GERARDO DANIEL,9,32.56
2959,GERARDO GABRIEL,9,37
2960,GERMAN ANTONIO,9,39.44
2961,GERSAIN,9,32.11
2962,GONZALEZ,9,45.1
2963,GREGORIO ALFONSO,9,53.22
2964,GUADALUPE ANTONIO,9,47.78
2965,GUILLERMO DAVID,9,36.44
2966,GUILLERMO FERNANDO,9,39.11
2967,GUSTAVO ALFREDO,9,40.11
2968,HECTOR AUGUSTO,9,31.89
2969,HECTOR GUSTAVO,9,37.78
2970,HECTOR JUAN,9,43
2971,HECTOR SALVADOR,9,44.44
2972,HERBERT,9,42.33
2973,HESIQUIO,9,50.33
2974,HILARINO,9,47.44
2975,HORLANDO,9,43.11
2976,HUGO JESUS,9,37.78
2977,HUGO RAFAEL,9,35.11
2978,HUGOLINO,9,47.78
2979,IGOR,9,39.22
2980,INOSENCIO,9,44.67
2981,ISAID,9,35.7
2982,ISMAEL ALEJANDRO,9,34.22
2983,ISRAEL DE JESUS,9,34.11
2984,IVAN EDUARDO,9,29.56
2985,IVAN FERNANDO,9,33.67
2986,J ARMANDO,9,50.44
2987,J MARCOS,9,52.44
2988,JESUS HORACIO,9,41.44
2989,JESUS OSVALDO,9,40
2990,JESUS ROLANDO,9,47.22
2991,JESUS ROSARIO,9,37.7
2992,JESUS SEBASTIAN,9,38.33
2993,JOEL ARTURO,9,34.67
2994,JOEL EDUARDO,9,40.11
2995,JOEL GUADALUPE,9,42
2996,JOEL HUMBERTO,9,42.33
2997,JONATHAN ALEJANDRO,9,26.78
2998,JORGE A,9,50.78
2999,JORGE HILARIO,9,46.44
3000,JORGE SAUL,9,38.78
3001,JORGE VALENTIN,9,40.56
3002,JOSE ALBINO,9,46.33
3003,JOSE ALEJO,9,45.67
3004,JOSE ANT,9,43.78
3005,JOSE BENIGNO,9,49.78
3006,JOSE CECILIO,9,45.78
3007,JOSE CONSTANTINO,9,46.78
3008,JOSE ERICK,9,35.44
3009,JOSE EULOGIO,9,48
3010,JOSE FERNAND,9,43.22
3011,JOSE JACINTO,9,48.44
3012,JOSE LAURO,9,48.44
3013,JOSE MAGDALENO,9,47.89
3014,JOSE MISAEL,9,41.11
3015,JOSE PAUL,9,36.78
3016,JOSE VALENTE,9,47.89
3017,JOSE VENANCIO,9,45
3018,JOSE VICTORIANO,9,46.22
3019,JOSE VIRGILIO,9,47.89
3020,JOSUE ALBERTO,9,31.33
3021,JOS LUIS,9,50.67
3022,JOVITO,9,54.44
3023,JUAN BERNARDINO,9,45.22
3024,JUAN DARIO,9,45.89
3025,JUAN GONZALO,9,42.56
3026,JUAN ISMAEL,9,43.44
3027,JUAN JOSE GUADALUPE,9,41.22
3028,JUAN LEONEL,9,40.2
3029,LAURIANO,9,47.44
3030,LEODAN,9,34.78
3031,LIBERIO,9,44.44
3032,LIMBANO,9,47
3033,LIMBER,9,43.33
3034,LORENZO RAFAEL,9,42.89
3035,LUIS ABEL,9,41.44
3036,LUIS AMADO,9,41.22
3037,LUIS EUGENIO,9,42.33
3038,LUIS J,9,50.67
3039,LUIS VLADIMIR,9,37.56
3040,MANASES,9,42.11
3041,MANUEL JAVIER,9,49.33
3042,MANUEL JESUS DE ATOCHA,9,47.67
3043,MANUEL OCTAVIO,9,38.89
3044,MARBEL,9,38
3045,MARCO ALFONSO,9,43.56
3046,MARCO ALFREDO,9,39.67
3047,MARCOS EDUARDO,9,37.22
3048,MARCOS FRANCISCO,9,42.44
3049,MARCOS GERARDO,9,35.89
3050,MARIA DE JESUS,9,43.23
3051,MARIO ESTEBAN,9,44.56
3052,MARIO SERGIO,9,45.22
3053,MARIO ULISES,9,38.44
3054,MARTIN ADRIAN,9,37
3055,MARTIN GILBERTO,9,41.44
3056,MARTIN RICARDO,9,42.89
3057,MAURICIO ALBERTO,9,41.67
3058,MAURICIO ANTONIO,9,37.78
3059,MIGUEL MARTIN,9,46.44
3060,MIJAIL,9,38.73
3061,MIQUEAS,9,41.89
3062,MIZAEL,9,37.67
3063,NEFI,9,43.44
3064,NESTOR DAVID,9,33.33
3065,NESTOR ENRIQUE,9,33.44
3066,NIEVES,9,46.28
3067,NOHE,9,46.44
3068,OLIVERO,9,41
3069,OMAR DE JESUS,9,33
3070,OMAR SALVADOR,9,33.67
3071,ONEY,9,38.82
3072,OSCAR ALFONSO,9,32.67
3073,OSCAR ANDRES,9,42
3074,OSCAR JAIME,9,48.56
3075,OSCAR LEONEL,9,45.33
3076,OSCAR ULISES,9,34.11
3077,PABLO MARTIN,9,46.11
3078,PANUNCIO,9,44
3079,PEDRO AGUSTIN,9,41.67
3080,PEDRO FERNANDO,9,38.67
3081,PEDRO ROBERTO,9,49.56
3082,PEPE,9,38.89
