_id,apellido,frec_pri,frec_seg
3105,LAM,19,24
3106,LANZ,19,15
3107,LARREA,19,25
3108,LEGUIZAMO,19,16
3109,LEO,19,10
3110,LOME,19,25
3111,MICELI,19,27
3112,MOGOLLAN,19,12
3113,MONCIVAIS,19,9
3114,MONFIL,19,29
3115,MONTUY,19,23
3116,MORATO,19,11
3117,MOTOLINIA,19,12
3118,MUELA,19,22
3119,NAMBO,19,38
3120,NOPAL,19,15
3121,NORZAGARAY,19,20
3122,ORIZAGA,19,8
3123,ORTU!O,19,17
3124,OSTOA,19,19
3125,OVALLES,19,22
3126,OXTE,19,11
3127,PLACENCIA,19,31
3128,POCEROS,19,6
3129,POLVO,19,5
3130,PUERTOS,19,18
3131,RIO,19,14
3132,RIVEROLL,19,10
3133,ROMULO,19,6
3134,SANCHES,19,25
3135,SANCHO,19,6
3136,SANDRIA,19,23
3137,SANTOSCOY,19,12
3138,SEDEÑO,19,12
3139,SELVAS,19,27
3140,SERRALTA,19,13
3141,SESEÑA,19,12
3142,SOLIZ,19,22
3143,SONORA,19,24
3144,SOSTENES,19,7
3145,SULVARAN,19,11
3146,TLACHI,19,11
3147,TORRONTEGUI,19,12
3148,TRASVI!A,19,26
3149,TRIANO,19,6
3150,URAGA,19,14
3151,URIZA,19,10
3152,VALADES,19,21
3153,VARO,19,16
3154,VILLADA,19,26
3155,VIQUE,19,20
3156,VIVALDO,19,13
3157,XIX,19,22
3158,YEH,19,22
3159,ZAPOTE,19,7
3160,ZAPOTECO,19,22
3161,ZECUA,19,11
3162,ZENTELLA,19,10
3163,ABNAL,18,11
3164,ACO,18,17
3165,AGREDA,18,22
3166,AHUATZI,18,24
3167,ALAMEDA,18,24
3168,ALFEREZ,18,43
3169,ALMORA,18,27
3170,AMEZOLA,18,13
3171,ARCILA,18,15
3172,AZUETA,18,16
3173,BAQUEIRO,18,17
3174,BOGARIN,18,16
3175,BURGOA,18,27
3176,CANDIDO,18,35
3177,CANTUA,18,16
3178,CATAÑO,18,20
3179,CERA,18,33
3180,CHARCO,18,10
3181,COLADO,18,13
3182,COLONIA,18,7
3183,CUANDO,18,15
3184,CUATIANQUIZ,18,12
3185,DEGANTE,18,27
3186,DEMETRIO,18,20
3187,DEOLARTE,18,23
3188,EPITACIO,18,15
3189,ESCARENO,18,14
3190,ESPERANZA,18,15
3191,ESPIN,18,23
3192,FLORENCIA,18,24
3193,GASPARILLO,18,0
3194,GAUNA,18,29
3195,GUADIANA,18,20
3196,JACOB,18,31
3197,JONAPA,18,17
3198,KUYOC,18,13
3199,LOBO,18,20
3200,LUGOS,18,13
3201,LUQUIN,18,29
3202,MATILDES,18,30
3203,MAYNEZ,18,13
3204,MEIXUEIRO,18,15
3205,MELQUIADES,18,43
3206,MERCHANT,18,20
3207,MORUA,18,17
3208,NUNGARAY,18,29
3209,OCOMATL,18,13
3210,OJENDIZ,18,13
3211,OLIMON,18,8
3212,ORZUNA,18,14
3213,PALESTINO,18,26
3214,PENSADO,18,18
3215,PERFECTO,18,20
3216,PEÐA,18,25
3217,PI#A,18,11
3218,RABELO,18,10
3219,RAFAELA,18,9
3220,RIAÑO,18,20
3221,ROSETTE,18,11
3222,SAN GERMAN,18,7
3223,SANTA ANA,18,10
3224,SAUCILLO,18,11
3225,SIARUQUI,18,22
3226,SIU,18,7
3227,SOUZA,18,21
3228,SUASNAVAR,18,7
3229,TAJONAR,18,23
3230,TALANGO,18,13
3231,TELIZ,18,27
3232,TEPEXPA,18,16
3233,TERRIQUEZ,18,25
3234,TEYER,18,0
3235,TISCARENO,18,23
3236,TLALMIS,18,10
3237,TUMALAN,18,16
3238,URDIALES,18,6
3239,URENA,18,22
3240,VALDENEGRO,18,15
3241,VALLARTA,18,26
3242,VARILLAS,18,13
3243,VERGEL,18,6
3244,VILA,18,16
3245,XELHUANTZI,18,21
3246,YAMA,18,23
3247,ZABALA,18,18
3248,ZUBIATE,18,18
3249,ZUVIRI,18,11
3250,AGRAMON,17,18
3251,AHUACTZIN,17,19
3252,ALAFFITA,17,6
3253,ALAMO,17,21
3254,ALBAÑIL,17,13
3255,ALMARAL,17,12
3256,ALMEJO,17,8
3257,ALMERAYA,17,22
3258,AMILPA,17,5
3259,ANASTASIO,17,20
3260,ARBALLO,17,25
3261,ARVAYO,17,20
3262,ARVIZO,17,10
3263,AYIL,17,25
3264,BALDENEGRO,17,16
3265,BALDERRABANO,17,12
3266,BARRENECHEA,17,0
3267,BERTRAND,17,0
3268,BRIBIESCA,17,20
3269,BURROLA,17,23
3270,CANTELLANO,17,5
3271,CANTON,17,43
3272,CAPORAL,17,20
3273,CARAVANTES,17,15
3274,CARRALES,17,17
3275,CARREOLA,17,9
3276,CASTELAZO,17,20
3277,CERECERO,17,20
3278,CESAREO,17,15
3279,CINTA,17,9
3280,CITUK,17,26
3281,COCOTLE,17,15
3282,COYOTZI,17,16
3283,DEL PINO,17,10
3284,DIEGUEZ,17,20
3285,DOZAL,17,21
3286,DUEÑEZ,17,17
3287,EPIFANIO,17,15
3288,ESPARRAGOZA,17,17
3289,FOSADO,17,10
3290,FRAGOZO,17,22
3291,FUANTOS,17,14
3292,GALLEGO,17,11
3293,GENOVEZ,17,14
3294,GUATEMALA,17,36
3295,GUDI%O,17,31
3296,GUIJOSA,17,5
3297,HENESTROSA,17,5
3298,JACINTOS,17,16
3299,JARERO,17,16
3300,LAFARGA,17,13
3301,LARRAGOITI,17,5
3302,LAUREAN,17,21
3303,LAURRABAQUIO,17,9
3304,LEANA,17,36
3305,LIZAOLA,17,27
3306,MANSILLA,17,23
3307,MANTILLA,17,24
3308,MARRERO,17,22
3309,MARRUJO,17,8
3310,MARTHA,17,45
3311,MAYOR,17,19
3312,MAYTORENA,17,11
3313,MEGCHUN,17,21
3314,MENCIAS,17,14
3315,MENDIZABAL,17,31
3316,MOGICA,17,48
3317,MOLOTLA,17,30
3318,MOYADO,17,11
3319,NETRO,17,18
3320,OLIVIER,17,26
3321,OROCIO,17,15
3322,ORPINEL,17,11
3323,PACHICANO,17,16
3324,PANDO,17,50
3325,PATOLZIN,17,9
3326,PETRIZ,17,17
3327,PICENO,17,25
3328,PLANTILLAS,17,21
3329,PONS,17,11
3330,PRESUEL,17,7
3331,PROA,17,18
3332,RAVELO,17,25
3333,RAYGADAS,17,9
3334,RECILLAS,17,27
3335,ROSANO,17,19
3336,SCHULTZ,17,11
3337,SELVERA,17,10
3338,SILES,17,23
3339,SOMERA,17,12
3340,SUBIAS,17,15
3341,TALAMANTE,17,15
3342,TILAN,17,10
3343,TINO,17,6
3344,TOACHE,17,7
3345,TORIJA,17,17
3346,TORRECILLAS,17,17
3347,TZOMPA,17,22
3348,UCH,17,7
3349,UCO,17,19
3350,UUH,17,8
3351,VIEDMA,17,8
3352,VIRUEL,17,11
3353,XEQUEB,17,5
3354,XOLOCOTZI,17,14
3355,ZAPOTITLA,17,17
3356,ZERMENO,17,16
3357,ACACIO,16,16
3358,ACOPA,16,19
3359,AGAMA,16,5
3360,ALIAS,16,12
3361,ALMENDARIZ,16,17
3362,AMAVIZCA,16,19
3363,ANCHEVIDA,16,11
3364,ANDERICA,16,0
3365,ANGON,16,24
3366,ANTOLIN,16,13
3367,APALE,16,9
3368,AQUI,16,13
3369,ARANGURE,16,28
3370,ARGOTE,16,8
3371,ARRAS,16,7
3372,ARRONA,16,18
3373,ARROYOS,16,8
3374,ASTELLO,16,12
3375,BELLIDO,16,0
3376,BELMONTES,16,25
3377,BERDEJO,16,0
3378,BERRUECOS,16,24
3379,BLASI,16,5
3380,BOTE,16,8
3381,CALZONCIT,16,14
3382,CAMARERO,16,14
3383,CANAS,16,16
3384,CANEDA,16,9
3385,CARCAÑO,16,19
3386,CARRIZAL,16,17
3387,CASCO,16,17
3388,CASIO,16,12
3389,CERERO,16,13
3390,CHAGALA,16,12
3391,CHARREZ,16,16
3392,CHIQUETE,16,12
3393,CHULIN,16,32
3394,CORAZA,16,11
3395,COSGAYA,16,18
3396,CUARENTA,16,8
3397,CUATE,16,15
3398,CUESTAS,16,5
3399,DADO,16,30
3400,DE LOS RIOS,16,22
3401,DE NOVA,16,9
3402,DON,16,11
3403,ESCARREGA,16,17
3404,FEMAT,16,17
3405,FENTANES,16,14
3406,FERNANDEZ DE LARA,16,10
3407,FERRERA,16,30
3408,FILOMENO,16,11
3409,FLANDES,16,15
3410,FORTUNA,16,20
3411,GALENO,16,17
3412,GOMAR,16,24
3413,GONZÁLEZ,16,16
3414,HERNÁNDEZ,16,13
3415,HINOSTROZA,16,17
3416,IPIÑA,16,14
3417,LANCHE,16,6
3418,LAU,16,18
3419,LEGARIA,16,9
3420,LIGONIO,16,34
3421,LLANO,16,8
3422,LOPERENA,16,16
3423,LUCENA,16,31
3424,LUNAGOMEZ,16,0
3425,MACOTELA,16,13
3426,MELESIO,16,22
3427,MIRALRIO,16,18
3428,MOEDANO,16,25
3429,MOHEDANO,16,13
3430,MOLINERO,16,5
3431,MORTEO,16,6
3432,MOSCO,16,13
3433,MOYO,16,15
3434,NAFARRATE,16,11
3435,NARES,16,16
3436,OCA#A,16,8
3437,OCAÑAS,16,12
3438,OCOTITLA,16,9
3439,OLAIS,16,11
3440,OLIVAN,16,22
3441,OREGON,16,28
3442,ORGANIZ,16,15
3443,OSALDE,16,14
3444,PAJARITO,16,7
3445,PAMANES,16,11
3446,PANZO,16,22
3447,PASTELIN,16,19
3448,PEÑAFLOR,16,28
3449,PRIMERO,16,14
3450,PROSPERO,16,19
3451,QUEB,16,21
3452,QUILES,16,8
3453,RABIELA,16,15
3454,RAVIELA,16,9
3455,RIQUELME,16,30
3456,RIVADENEYRA,16,22
3457,ROBERTO,16,21
3458,RODRIGO,16,12
3459,SAIZ,16,8
3460,SANZ,16,15
3461,SAUZ,16,16
3462,SCOTT,16,12
3463,SUNZA,16,19
3464,TEJA,16,9
3465,TEJEIDA,16,5
3466,TELOXA,16,0
3467,TEMPLOS,16,18
3468,TENIZA,16,21
3469,TISNADO,16,14
3470,TORNEZ,16,18
3471,TRANI,16,13
3472,TRETO,16,27
3473,URUETA,16,14
3474,VALLEJOS,16,9
3475,VELIS,16,11
3476,VEYNA,16,19
3477,VILLACIS,16,12
3478,VILLENA,16,6
3479,XOCHITEMOL,16,8
3480,YOVAL,16,13
3481,YUPIT,16,13
3482,ZALAZAR,16,14
3483,ZAMITIZ,16,11
3484,ZEPETA,16,25
3485,ACEITUNO,15,21
3486,ACHOY,15,5
3487,ALCORTA,15,19
3488,ALEGRE,15,19
3489,ANDON,15,10
3490,ANICA,15,32
3491,ANICETO,15,16
3492,ANTON,15,11
3493,ANZA,15,0
3494,ARANZA,15,21
3495,ARCIA,15,11
3496,ARROCENA,15,0
3497,ASUNCION,15,24
3498,BALDAZO,15,16
3499,BARENCA,15,9
3500,BATAZ,15,14
3501,BAXIN,15,27
3502,BERRUM,15,21
3503,BIÑUELO,15,6
3504,BOLON,15,15
3505,BRECEDA,15,19
3506,BROWN,15,7
3507,CAMBRANO,15,20
3508,CAPILLA,15,12
3509,CASELIN,15,7
3510,CASIAN,15,27
3511,CASTOLO,15,9
3512,CATANA,15,7
3513,CHAZARO,15,5
3514,CIMA,15,14
3515,CORELLA,15,25
3516,CORVERA,15,24
3517,COTINO,15,17
3518,COTO,15,18
3519,CRODA,15,5
3520,DE LA PE!A,15,8
3521,DEMEZA,15,28
3522,DIEZ,15,16
3523,DONIS,15,0
3524,DREW,15,8
3525,ELIOSA,15,27
3526,ENSASTIGA,15,7
3527,ESQUERRA,15,13
3528,ESQUIVIAS,15,11
3529,ESTARRON,15,0
3530,EULOGIO,15,25
3531,FARELO,15,0
3532,FUENTE,15,35
3533,GARIN,15,13
3534,GASCON,15,14
3535,GAZCA,15,16
3536,GRANADA,15,20
3537,GRANDA,15,21
3538,GREEN,15,14
3539,GURRION,15,21
3540,GUSMAN,15,12
3541,HERRERO,15,12
3542,ICHIN,15,0
3543,ISAAC,15,16
3544,IXTA,15,15
3545,JALOMO,15,34
3546,KIM,15,11
3547,KING,15,11
3548,LAYNA,15,18
3549,LEIVA,15,14
3550,LINOS,15,10
3551,LOA,15,9
3552,LOO,15,22
3553,LUZANIA,15,9
3554,MAGADAN,15,37
3555,MAYREN,15,8
3556,MILLANES,15,15
3557,MONTECINOS,15,7
3558,MORILLON,15,10
3559,MOTE,15,13
3560,MUGICA,15,10
3561,MURUA,15,10
3562,MUSITO,15,7
3563,NANDAYAPA,15,34
3564,NANGUSE,15,14
3565,NIVON,15,0
3566,NONATO,15,8
3567,OIDOR,15,5
3568,OREGEL,15,20
3569,OY,15,12
3570,OYARVIDE,15,10
3571,PATI%O,15,33
3572,PERES,15,17
3573,PIO,15,14
3574,PLAYAS,15,7
3575,POLINA,15,17
3576,PUERTA,15,18
3577,QUI!ONEZ,15,16
3578,REGIS,15,19
3579,RODRÍGUEZ,15,14
3580,RUBALCABA,15,16
3581,RUSTRIAN,15,13
3582,SALCEDA,15,13
3583,SARRACINO,15,30
3584,SEDAS,15,20
3585,SEDENO,15,7
3586,SEQUERA,15,16
3587,TANORI,15,8
3588,TECLA,15,7
3589,TEHUINTLE,15,18
3590,TERREROS,15,15
3591,TEXCUCANO,15,13
3592,TLAXCALTECO,15,10
3593,URQUIDI,15,14
3594,VALDIN,15,10
3595,VALE,15,11
3596,VELO,15,10
3597,VILORIA,15,9
3598,VITERVO,15,8
3599,YANES,15,16
3600,YUCA,15,21
3601,ZACAPALA,15,14
3602,ZAGOYA,15,14
3603,ZAMBADA,15,13
3604,ZAMILPA,15,7
3605,ABUNDES,14,17
3606,ACUÏ¿½A,14,13
3607,ALCIBAR,14,9
3608,ALTUNAR,14,21
3609,AMAYO,14,18
3610,ANDUAGA,14,12
3611,ANSELMO,14,30
3612,APANCO,14,17
3613,APANGO,14,6
3614,AQUIAHUATL,14,10
3615,AVINA,14,27
3616,AZTATZI,14,0
3617,BAAK,14,6
3618,BALANZARIO,14,15
3619,BALLARDO,14,7
3620,BALLATO,14,7
3621,BALLESTER,14,9
3622,BALSECA,14,5
3623,BARBERENA,14,11
3624,BARRANCOS,14,7
3625,BARRITA,14,23
3626,BERMEA,14,17
3627,BERNES,14,7
3628,BOJORGES,14,37
3629,BRIGIDO,14,11
3630,BUENRROSTRO,14,7
3631,BUZO,14,11
3632,CA!EDO,14,9
3633,CAAMA!O,14,7
3634,CABILDO,14,0
3635,CALDIÑO,14,6
3636,CANACASCO,14,9
3637,CANDANOSA,14,11
3638,CANEDO,14,21
3639,CANTORAL,14,26
3640,CARDEÑA,14,21
3641,CARVENTE,14,5
3642,CAÑA,14,5
3643,CEFERINO,14,13
3644,CELSO,14,11
3645,CHAMA,14,13
3646,CHIGO,14,7
3647,CHOPIN,14,13
3648,CIENEGA,14,14
3649,CIPRIAN,14,10
3650,CLARO,14,7
3651,COCTECON,14,8
3652,COLINA,14,7
3653,CONZUELO,14,10
3654,COQUIS,14,14
3655,CORRES,14,11
3656,CRUZALTA,14,29
3657,CUBILLAS,14,10
3658,CUMPEAN,14,7
3659,DE LA PENA,14,29
3660,DE LA PUENTE,14,7
3661,DEL PILAR,14,15
3662,DEL RIVERO,14,11
3663,DENOVA,14,7
3664,DESILOS,14,7
3665,ECHEVESTE,14,5
3666,ELEUTERIO,14,15
3667,ESPA%A,14,9
3668,FALCONI,14,17
3669,FAUDOA,14,8
3670,FIALLO,14,7
3671,FLOREZ,14,15
3672,FORTIS,14,7
3673,FRUTOS,14,16
3674,GALA,14,23
3675,GALEOTE,14,10
3676,GALNAREZ,14,0
3677,GARDUÃ¿O,14,12
3678,GARNELO,14,15
3679,GONZALEZ RUBIO,14,0
3680,GOYTORTUA,14,12
3681,HILERIO,14,31
3682,JAHUEY,14,11
3683,JARDINEZ,14,6
3684,LEZA,14,12
3685,LICEAGA,14,10
3686,LICERIO,14,6
3687,MACAL,14,19
3688,MAGNO,14,15
3689,MATAMBU,14,7
3690,MAZAHUA,14,7
3691,MEYER,14,13
3692,MIALMA,14,7
3693,MIRABAL,14,0
3694,MORLAN,14,7
3695,MORONI,14,6
3696,MU#IZ,14,19
3697,MURCIA,14,14
3698,MUÑOS,14,13
3699,NANGUELU,14,30
3700,NORIS,14,0
3701,OLAYO,14,31
3702,OLTEHUA,14,11
3703,ORGANES,14,16
3704,OSIO,14,20
3705,PACO,14,25
3706,PAGOLA,14,9
3707,PAIZ,14,10
3708,PAN,14,12
3709,PANUCO,14,23
3710,PAULO,14,6
3711,PAXTIAN,14,7
3712,PAYRO,14,27
3713,PEÑAFIEL,14,10
3714,PILAR,14,16
3715,PIÑEIRO,14,16
3716,PRIMO,14,20
3717,PRUDENCIANO,14,6
3718,PUEBLAS,14,5
3719,QUINTOS,14,11
3720,RAMÍREZ,14,8
3721,RAUDALES,14,10
3722,RAYOS,14,12
3723,REQUENES,14,13
3724,ROJERO,14,20
3725,RONDIN,14,8
3726,ROSALDO,14,11
3727,SAGREDO,14,11
3728,SAGUNDO,14,0
3729,SALOMA,14,10
3730,SALUD,14,0
3731,SANTILLANES,14,11
3732,SARAVIA,14,6
3733,SEIS,14,0
3734,SIAS,14,25
3735,SIDA,14,7
3736,SILICEO,14,5
3737,SILIS,14,9
3738,SULU,14,22
3739,TABACO,14,11
3740,TAMARIT,14,11
3741,TAVIZON,14,8
3742,TELUMBRE,14,13
3743,TEMORES,14,8
3744,TEPETLA,14,7
3745,TEPOXTECO,14,13
3746,TOME,14,16
3747,TORRALVA,14,16
3748,TORRESCANO,14,16
3749,TRIVERA,14,5
3750,TRONCO,14,13
3751,TUFINO,14,0
3752,TUK,14,12
3753,URBALEJO,14,25
3754,URETA,14,5
3755,URIETA,14,30
3756,UZCANGA,14,19
3757,VIDAURRI,14,11
3758,VILLORDO,14,10
3759,YLLESCAS,14,8
3760,YOPIHUA,14,0
3761,ZEMPOALTECATL,14,13
3762,ABITIA,13,9
3763,ABREO,13,10
3764,ACA,13,19
3765,ACATECATL,13,7
3766,ACU!A,13,17
3767,ALQUISIRA,13,10
3768,ALVARES,13,23
3769,AMPUDIA,13,12
3770,ANCIRA,13,5
3771,ANDREU,13,17
3772,ARA,13,26
3773,ARAOZ,13,15
3774,AYVAR,13,18
3775,BADILLA,13,21
3776,BALDOVINOS,13,12
3777,BALMACEDA,13,22
3778,BALMES,13,8
3779,BALTAZARES,13,11
3780,BALTIERREZ,13,9
3781,BANTE,13,12
3782,BARUCH,13,14
3783,BEAR,13,12
3784,BERLIN,13,0
3785,BERRIEL,13,10
3786,BEZARES,13,16
3787,BLANQUEL,13,27
3788,BOTIS,13,9
3789,BUENAVISTA,13,5
3790,BULNES,13,6
3791,CADEZA,13,5
3792,CALIX,13,11
3793,CAMPIRANO,13,0
3794,CAMPO,13,24
3795,CANCELA,13,13
3796,CANDELERO,13,17
3797,CARACHEO,13,18
3798,CARDON,13,21
3799,CARREÐO,13,6
3800,CETZAL,13,9
3801,CHEPILLO,13,8
3802,CHOLICO,13,0
3803,CHUMACERO,13,14
3804,CLAVIJO,13,9
3805,CONSTANCIO,13,6
3806,COSMES,13,7
3807,COUTINO,13,9
3808,CRISTIANI,13,8
3809,CUVAS,13,12
3810,CUXIM,13,0
3811,DE LEIJA,13,13
3812,DE VELASCO,13,6
3813,DEL MURO,13,14
3814,DEL VAL,13,5
3815,DENIZ,13,17
3816,DIOS,13,0
3817,DOTOR,13,14
3818,ECHAZARRETA,13,11
3819,EDUARDO,13,13
3820,ELGUEZABAL,13,8
3821,ELISEA,13,6
3822,EMIGDIO,13,12
3823,ENRIQUE,13,11
3824,ESPA#A,13,8
3825,ESPIRIDION,13,20
3826,ESTANISLAO,13,14
3827,ESTILLADO,13,8
3828,EUSTAQUIO,13,20
3829,FLOREAN,13,13
3830,FRAUSTRO,13,9
3831,FUNES,13,33
3832,GAMINO,13,13
3833,GAMIZ,13,18
3834,GARDU%O,13,9
3835,GUADERRAMA,13,10
3836,GUIA,13,11
3837,GUIRAO,13,14
3838,GUTU,13,0
3839,HERRERIAS,13,7
3840,HINOJOZA,13,20
3841,HUACASH,13,9
3842,ILHUICATZI,13,16
3843,IRENE,13,14
3844,IRUEGAS,13,18
3845,ISAIAS,13,15
3846,IUIT,13,18
3847,JUSACAMEA,13,8
3848,KUH,13,0
3849,LACHICA,13,0
3850,LAVENANT,13,0
3851,LOCENA,13,16
3852,LUCANO,13,0
3853,MA,13,32
3854,MACES,13,12
3855,MAPULA,13,8
3856,MARILES,13,15
3857,MARTA,13,16
3858,MARTIÑON,13,6
3859,MAZARI,13,6
3860,MELKEN,13,13
3861,MONTA#O,13,16
3862,MONTANTE,13,9
3863,MORAILA,13,14
3864,MORIEL,13,14
3865,MOSHAN,13,10
3866,MURIEL,13,0
3867,NANDE,13,0
3868,NATERAS,13,8
3869,NAZAR,13,6
3870,NOCEDA,13,11
3871,NOHPAL,13,20
3872,NOPALA,13,5
3873,OCTAVIANO,13,17
3874,ORAMAS,13,16
3875,ORDUNO,13,19
3876,PACAB,13,31
3877,PADIERNA,13,10
3878,PASARAN,13,8
3879,PENCA,13,16
3880,PESQUEIRA,13,0
3881,PEZA,13,23
3882,PONTAZA,13,8
3883,PORTUGUEZ,13,13
3884,PRESAS,13,14
3885,QUI#ONES,13,13
3886,REDUCINDO,13,12
3887,RIEKE,13,6
3888,SANTOME,13,0
3889,SANTUARIO,13,9
3890,SARAGOS,13,8
3891,SENCION,13,16
3892,SOBERON,13,7
3893,SOSOL,13,7
3894,SOTOMEA,13,11
3895,TAX,13,8
3896,TEH,13,20
3897,TEJAS,13,6
3898,TEPALE,13,7
3899,TLECUILE,13,14
3900,TOBAR,13,5
3901,TUCUCH,13,22
3902,TURRUBIARTES,13,31
3903,TUYU,13,7
3904,URSUA,13,12
3905,VALES,13,11
3906,VELUETA,13,19
3907,VILLASE!OR,13,6
3908,VILLASIS,13,8
3909,VILLEDAS,13,7
3910,XOTLA,13,5
3911,YADO,13,14
3912,YEVISMEA,13,10
3913,ZACATENCO,13,12
3914,ZARRABAL,13,14
3915,ZUBIETA,13,12
3916,ZUNO,13,13
3917,ACEBO,12,7
3918,ACEDO,12,16
3919,ADAYA,12,9
3920,ALAMOS,12,9
3921,ALDUENDA,12,8
3922,AMACENDE,12,17
3923,ARENALES,12,13
3924,ARREAGA,12,24
3925,ARZAGA,12,8
3926,ATAYDE,12,10
3927,ATENCO,12,16
3928,BARCELATA,12,9
3929,BARCELOS,12,5
3930,BARE!O,12,14
3931,BAZ,12,8
3932,BAZUA,12,8
3933,BOLADO,12,14
3934,BRAMASCO,12,6
3935,BREÃ¿A,12,0
3936,BRISE#O,12,0
3937,BURBOA,12,18
3938,CALCANEO,12,5
3939,CAMAL,12,17
3940,CAMBRAY,12,21
3941,CANABAL,12,0
3942,CARAZA,12,12
3943,CARDOS,12,14
3944,CARNERO,12,14
3945,CARPIZO,12,9
3946,CARTAGENA,12,12
3947,CASADO,12,11
3948,CASO,12,9
3949,CASTRELLON,12,22
3950,CHAO,12,5
3951,CHEL,12,16
3952,CHIPAHUA,12,0
3953,CILIA,12,8
3954,CITAL,12,8
3955,COAPANGO,12,0
3956,COBARRUBIAS,12,16
3957,COBO,12,10
3958,COETO,12,12
3959,COLIMA,12,15
3960,COMPAN,12,0
3961,COURTOIS,12,6
3962,CUE,12,5
3963,CUELLO,12,12
3964,CUJ,12,10
3965,DE ALEJANDRO,12,16
3966,DE GYVES,12,0
3967,DECTOR,12,10
3968,DEL AGUILA,12,12
3969,DEL MAZO,12,5
3970,DEL PRADO,12,11
3971,DELEON,12,8
3972,DELESMA,12,8
3973,DENICIA,12,12
3974,DUE#AS,12,7
3975,DUVAL,12,0
3976,ENCALADA,12,26
3977,ESCALON,12,9
3978,FERRALES,12,5
3979,FIDEL,12,5
3980,FISCHER,12,0
3981,FREYRE,12,19
3982,GALMICHE,12,14
3983,GARFIO,12,10
3984,GEA,12,16
3985,GENARO,12,7
3986,GILL,12,8
3987,GRAGEDA,12,21
3988,GRAMAJO,12,14
3989,GUEDEA,12,0
3990,GUENDULAIN,12,0
3991,HERVERTH,12,12
3992,HIRACHETA,12,9
3993,HU,12,23
3994,HUITRADO,12,0
3995,HUIZACHE,12,8
3996,IBARIAS,12,12
3997,IGLECIAS,12,10
3998,INFANZON,12,15
3999,INURRETA,12,9
4000,JAUREZ,12,0
4001,LEGARDA,12,9
4002,LINZAGA,12,12
4003,LOCIA,12,18
4004,LUA,12,9
4005,MACUIXTLE,12,7
4006,MAGUEY,12,12
4007,MALAGA,12,9
4008,MALO,12,14
4009,MANSUR,12,0
4010,MANTEROLA,12,13
4011,MARCIANO,12,0
4012,MEDA,12,17
4013,MESTAS,12,10
4014,MILIAN,12,22
4015,MINAYA,12,9
4016,MOISEN,12,9
4017,MOJARDIN,12,0
4018,MOLINOS,12,24
4019,MONSREAL,12,6
4020,MONTALBAN,12,9
4021,MONTERDE,12,8
4022,MONTORO,12,13
4023,MURUATO,12,15
4024,MUSTAFAT,12,0
4025,NAMPULA,12,12
4026,NANDUCA,12,6
4027,NETZAHUATL,12,10
4028,NEYRA,12,15
4029,NORATO,12,17
4030,NURIULU,12,9
4031,OGAZ,12,20
4032,ORRANTIA,12,11
4033,OSORIA,12,14
4034,OZUMBILLA,12,14
4035,PALMERO,12,16
4036,PAREJA,12,32
4037,PATONI,12,11
4038,PELAGIO,12,8
4039,PILICASTRO,12,7
4040,POMPOSO,12,9
4041,POQUI,12,0
4042,PRESA,12,13
4043,PRISCILIANO,12,7
4044,PUMARINO,12,8
4045,QUI%ONEZ,12,10
4046,RAZON,12,8
4047,RETIGUIN,12,9
4048,ROACHO,12,15
4049,ROCA,12,15
4050,ROCHE,12,6
4051,RONCES,12,19
4052,ROSEY,12,0
4053,ROVIROSA,12,8
4054,RUBIN,12,8
4055,SAMBRANO,12,12
4056,SAMOS,12,11
4057,SANABIA,12,11
4058,SANLUIS,12,0
4059,SAVIN,12,9
4060,SECA,12,5
4061,SEDEÐO,12,11
4062,SEVERINO,12,15
4063,SORDO,12,9
4064,SPINDOLA,12,22
4065,SÁNCHEZ,12,10
4066,TARACENA,12,22
4067,TECOZAUTLA,12,7
4068,TELLEZ GIRON,12,0
4069,TEODOSIO,12,7
4070,TEUTLI,12,9
4071,TIRSO,12,8
4072,TLAPANCO,12,11
4073,TLECUITL,12,7
4074,TREVI!O,12,10
4075,TZITZIHUA,12,23
4076,UDAVE,12,5
4077,UREÑO,12,5
4078,URISTA,12,12
4079,VACIO,12,13
4080,VALDEPEÑA,12,8
4081,VERBER,12,0
4082,VERDIGUEL,12,11
4083,VERDINES,12,18
4084,VICTOR,12,30
4085,VICUÑA,12,21
4086,VIESCA,12,28
4087,VIEZCAS,12,12
4088,VILLALBAZO,12,13
4089,VILLAMARES,12,11
4090,VILLICAÑA,12,13
4091,VINAGRE,12,17
4092,VIZZUETT,12,9
4093,VLEESCHOWER,12,5
4094,XOLO,12,11
4095,YA#EZ,12,9
4096,ZIMBRON,12,13
4097,ZUL,12,9
4098,ABRIL,11,11
4099,ACATA,11,0
4100,ACUA,11,10
4101,AGATON,11,26
4102,AGUSTINIANO,11,12
4103,AHUJA,11,12
4104,ALAMEA,11,26
4105,ALBOR,11,20
4106,ALCACIO,11,7
4107,ALDARACA,11,5
4108,ALDECUA,11,18
4109,ALDINO,11,0
4110,ALEXANDER,11,14
4111,ALZAGA,11,10
4112,ARCADIO,11,15
4113,AREVALOS,11,15
4114,ASENCIO,11,9
4115,ASIAIN,11,10
4116,ASSAD,11,6
4117,AY,11,9
4118,BAJO,11,18
4119,BARJAU,11,16
4120,BARROSA,11,0
4121,BAÑALES,11,16
4122,BENGOA,11,13
4123,BENICIO,11,11
4124,BERDEJA,11,16
4125,BERMUDES,11,13
4126,BERNALDEZ,11,5
